trialResp.keys,trialResp.corr,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,square,loc1,loc2,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,trialResp.rt
,1,0,17,17,17,1,1,-0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,18,18,18,1,3,0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,19,19,19,1,6,0.2,0,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,0,0,20,20,20,1,1,-0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.53489
space,1,0,21,21,21,1,1,-0.2,0.2,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,1.6934
space,1,0,22,22,22,1,1,-0.2,0.2,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.755355
,1,0,23,23,23,1,3,0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,24,24,24,1,2,0,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,25,25,25,1,1,-0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,26,26,26,1,7,-0.2,-0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,1,0,27,27,27,1,7,-0.2,-0.2,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.786505
,1,0,28,28,28,1,2,0,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,29,29,29,1,6,0.2,0,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,30,30,30,1,4,-0.2,0,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,1,0,31,31,31,1,4,-0.2,0,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.482135
,1,0,32,32,32,1,2,0,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,33,33,33,1,9,0.2,-0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,1,0,34,34,34,1,9,0.2,-0.2,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.46802
,1,0,35,35,35,1,3,0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,36,36,36,1,7,-0.2,-0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,1,0,37,37,37,1,7,-0.2,-0.2,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.883225
space,1,0,38,38,38,1,7,-0.2,-0.2,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.682985
,1,0,39,39,39,1,6,0.2,0,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,1,0,40,40,40,1,6,0.2,0,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.74856
,1,0,41,41,41,1,1,-0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,42,42,42,1,5,0,0,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,0,0,43,43,43,1,3,0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.55649
,1,0,44,44,44,1,1,-0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,45,45,45,1,7,-0.2,-0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,46,46,46,1,3,0.2,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,1,0,47,47,47,1,3,0.2,0.2,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.71572
,1,0,48,48,48,1,9,0.2,-0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,49,49,49,1,7,-0.2,-0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,50,50,50,1,5,0,0,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,51,51,51,1,8,0,-0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,1,0,52,52,52,1,8,0,-0.2,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.69937
,1,0,53,53,53,1,7,-0.2,-0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,54,54,54,1,4,-0.2,0,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
,1,0,55,55,55,1,5,0,0,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,1,0,56,56,56,1,5,0,0,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.90144
,1,0,57,57,57,1,2,0,0.2,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
space,1,0,58,58,58,1,2,0,0.2,space,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,0.724595
,1,0,59,59,59,1,6,0.2,0,,LA,001,2020-12-06_12h09.51.415,nBackAlpha3,2020.1.3,Win32,60,
